year,subgroup,dimension_value,measure_type,value
2007,전체,전체,frequency,389146.0
2007,전체,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,frequency,269951.0
2007,전체,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,frequency,10755.0
2007,전체,3. 정부투자기관/정부출연기관/공사합동기업,frequency,14004.0
2007,전체,"4. (재단, 사단) 법인단체",frequency,30772.0
2007,전체,"5. 정부기관(공무원, 군인 등)",frequency,20437.0
2007,전체,"6. 교육기관(대학, 초/중/고 등)",frequency,29700.0
2007,전체,7. 연구기관(국립/사립),frequency,1870.0
2007,전체,8. 특정한 회사나 사업체에 소속되어 있지 않다,frequency,3758.0
2007,전체,9. 기타,frequency,7893.0
2007,전체,전체,share,100.0
2007,전체,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,share,69.3
2007,전체,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,share,2.7
2007,전체,3. 정부투자기관/정부출연기관/공사합동기업,share,3.5
2007,전체,"4. (재단, 사단) 법인단체",share,7.9
2007,전체,"5. 정부기관(공무원, 군인 등)",share,5.2
2007,전체,"6. 교육기관(대학, 초/중/고 등)",share,7.6
2007,전체,7. 연구기관(국립/사립),share,0.4
2007,전체,8. 특정한 회사나 사업체에 소속되어 있지 않다,share,0.9
2007,전체,9. 기타,share,2.0
2007,남자,전체,frequency,199517.0
2007,남자,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,frequency,147929.0
2007,남자,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,frequency,5989.0
2007,남자,3. 정부투자기관/정부출연기관/공사합동기업,frequency,7460.0
2007,남자,"4. (재단, 사단) 법인단체",frequency,11250.0
2007,남자,"5. 정부기관(공무원, 군인 등)",frequency,11903.0
2007,남자,"6. 교육기관(대학, 초/중/고 등)",frequency,9620.0
2007,남자,7. 연구기관(국립/사립),frequency,984.0
2007,남자,8. 특정한 회사나 사업체에 소속되어 있지 않다,frequency,1517.0
2007,남자,9. 기타,frequency,2860.0
2007,남자,전체,share,100.0
2007,남자,1. 내국인이 운영하는 국내외의 민간회사 또는개인사업체,share,74.1
2007,남자,2. 외국인이 운영하는 국내외에 위치하는 외국인 회사,share,3.0
2007,남자,3. 정부투자기관/정부출연기관/공사합동기업,share,3.7
2007,남자,"4. (재단, 사단) 법인단체",share,5.6
2007,남자,"5. 정부기관(공무원, 군인 등)",share,5.9
2007,남자,"6. 교육기관(대학, 초/중/고 등)",share,4.8
2007,남자,7. 연구기관(국립/사립),share,0.4
2007,남자,8. 특정한 회사나 사업체에 소속되어 있지 않다,share,0.7
